record_ID,units_sold
212645,16.269855298867803
212646,21.898826820358856
212647,36.32272980404099
212648,26.37601692255113
212649,20.411959419502068
212653,27.57081726590404
212654,39.592331507381495
212657,15.354636466311469
212658,13.652186611999113
212661,178.19249534011732
212662,95.98202118992117
212663,53.934018405521755
212666,84.95601595593949
212667,91.37429028194026
212668,120.69841949325182
212671,49.69286042568545
212672,111.1976375519905
212673,70.19605736972719
212674,407.8921166305919
212675,24.65968687978687
212676,10.597614210789214
212677,80.3447091824842
212678,56.81014074259074
212679,44.682486564987286
212681,35.75822816350316
212682,86.05307166722169
212683,29.46734046515576
212686,98.9690375374625
212687,89.13168023920522
212688,33.08961583932408
212689,5.765408953546451
212691,22.739201154401147
212692,50.14165562493062
212693,37.64128427128426
212694,45.34820916305918
212695,40.42917702020202
212696,28.660699941724943
212697,92.88278942446446
212698,32.52767087079586
212699,189.845613020313
212700,25.94834332473082
212701,16.320211979906066
212702,42.079622993673
212703,41.34858351648359
212704,36.545995569544836
212705,29.035054689754684
212706,33.3883807720058
212707,37.55077572150069
212709,7.850546575646575
212710,21.716158549783557
212711,37.6570222943723
212712,40.63705572760572
212713,27.65559323454324
212716,27.65330478769596
212717,34.20612904872905
212718,21.92358895630512
212719,24.363953085803075
212721,93.41296933344432
212722,25.308027788877787
212723,145.08777078477078
212724,13.12208543506287
212725,10.903878145899501
212727,32.81210201628437
212728,58.712023398823376
212729,39.98555402974219
212731,38.49367495004995
212732,42.04336096681095
212734,9.1997556998557
212735,13.245900468975467
212736,15.944914968364962
212737,256.34530183536293
212738,215.3825761544016
212739,69.08606024392279
212740,20.176000079087572
212742,82.07300631313133
212743,105.12174556277054
212744,219.7830139971139
212748,241.9826061410814
212749,94.05275233655237
212750,500.83846237373734
212751,59.08510541395307
212752,18.497051423576423
212754,111.12134870268619
212755,78.68793750153355
212756,88.23629585137081
212757,40.74611948051948
212758,58.2667072150072
212759,114.03039761904762
212760,12.533844590050474
212761,70.05510785603289
212763,14.521435443722941
212764,103.4334601600197
212765,85.34598952436451
212767,49.810590881340886
212768,54.354308621933605
212769,68.64299277360064
212772,46.485379870129876
212773,64.42459183594184
212774,31.485329195804177
212775,256.05530126262624
212776,9.116963270389737
212777,8.09688044260092
212778,51.31077296869799
212779,28.7855209655292
212782,49.12564842657345
212783,65.11387190864689
212787,209.38140587329346
212788,115.93944665195917
212789,68.06355453574203
212790,16.817031623931605
212792,93.396888000888
212793,99.32038351093342
212794,128.43372249694755
212796,161.94184265179263
212797,268.1738773976025
212798,412.30701735209226
212799,28.028568486411253
212800,12.447734681005274
212802,91.82427500949339
212803,67.01891978103596
212805,44.24462697302699
212806,56.13321623376622
212807,102.80085173715179
212809,41.40898255625093
212812,36.58845922786365
212816,17.626194985569978
212817,24.359835977910972
212818,38.27822924020424
212819,23.032529764679758
212820,23.53116963314463
212821,29.11466714951715
212822,68.93719884282385
212823,23.04037546620046
212824,141.42272020202026
212825,14.490799292864
212826,11.459162674172239
212828,41.03407167995403
212829,48.28650470362969
212830,35.135681443264325
212831,31.684195851370838
212832,45.857672655122656
212833,44.27682774170273
212834,32.62139873459871
212835,30.15566674159174
212837,7.09568584193584
212838,20.10259266387208
212839,24.36962063075814
212840,26.573701587301585
212843,51.663892352092375
212844,15.984333105783104
212845,94.9426182844933
212846,11.82056822475769
212849,82.25514222166717
212850,26.587865334665338
212853,21.02601267898768
212856,38.39863256816284
212857,21.970127231978548
212860,19.412096668097988
212861,43.26150780608282
212862,57.69222346681096
212863,12.17185821955822
212866,132.527378362281
212867,45.67162556270702
212868,280.4948522727272
212869,44.9384135932265
212870,32.12693578337335
212872,43.70823847125095
212873,63.372572488768526
212874,39.3872357874152
212875,35.86444285991787
212876,43.0652538961039
212877,42.578066486291476
212879,20.857999503274506
212880,29.194968248418242
212881,37.08691016206018
212884,15.562230164280162
212885,30.891134878683395
212886,19.78731827339327
212888,15.190229356754353
212889,45.48084841824843
212890,14.587385773540186
212891,70.65145725108223
212892,24.726760894660895
212893,26.929926162726176
212896,29.516514105339116
212899,6.2933147835824315
212900,14.18903206972766
212901,23.841513073038072
212902,17.081242876567874
212903,15.446651920301921
212905,37.48179153624153
212906,12.784990895215893
212907,69.73916132756133
212910,22.926627849927854
212911,14.62782538572539
212914,18.170977755577752
212915,129.16892894842087
212916,79.96837663031414
212917,32.78907313362966
212919,39.521806669392674
212920,56.36410014291263
212921,94.41430768398266
212924,81.23065134832484
212925,43.453064983627506
212926,340.4139817099566
212927,11.850770367734258
212929,75.6548807997558
212930,58.27111338661338
212931,19.741390537240548
212932,59.96514693362195
212933,61.00635937950936
212934,91.80720321622822
212935,13.035318985426336
212936,66.48063081852786
212937,64.42868691586193
212938,15.751900699300709
212940,50.094875901875916
212941,43.441894769119756
212942,32.7602748196248
212946,52.670708222333246
212947,58.50506701076698
212948,141.84573774003778
212949,38.12074107281609
212950,62.791792895992884
212951,41.88946737429235
212952,37.39504722499724
212954,58.78552219724716
212955,30.483951592851593
212956,29.466217754141287
212959,15.926778300865799
212960,23.057461949161954
212964,84.14856020923521
212965,26.184861921411926
212966,233.44430626318112
212967,22.21063401973842
212968,17.852863773399804
212969,35.38948453213452
212970,47.14538829226329
212971,31.507934462759437
212973,32.89205786435787
212974,32.02265266400267
212977,54.63891910850585
212978,58.954507765845285
212979,23.169746423021408
212981,20.632470887445884
212982,41.2584483753991
212983,43.25095653513153
212984,42.01176666666668
212985,45.008372224344285
212986,47.817910678210666
212987,119.12763072559021
212988,31.933729555248654
212989,325.9550194444445
212990,26.964116138028636
212991,20.62083416958858
212993,45.99417040394248
212994,57.09475159285158
212995,40.002452775148825
212996,33.55412117604618
212997,46.047374927849916
212998,59.52409329004327
212999,6.255432598560858
213001,13.147055244755236
213002,16.82825019008769
213006,13.894867876481964
213007,23.302610320235317
213011,35.87591690409264
213012,14.665642946351033
213013,79.47973434343436
213016,18.045515025170907
213017,16.137532251941757
213020,26.041334018759038
213021,157.6939532980909
213022,100.88422437863994
213023,82.70058685393555
213025,52.814102067377036
213026,50.92708010600509
213027,91.15704430846928
213031,112.34515043926666
213032,50.18448219394985
213033,336.19082204184707
213034,27.695432349594842
213035,17.210817135014967
213036,68.96066829281827
213037,53.44696166056167
213038,76.51218896103896
213039,24.73867914862915
213040,32.03905368797868
213041,74.0340964091464
213043,29.17357062104562
213048,142.7239008630259
213049,89.80298937728938
213050,41.7479564047064
213053,71.48931994949494
213054,71.1294115440115
213055,99.52835259185255
213056,62.35424644660901
213059,73.55713473470968
213060,53.21514709375592
213061,258.425184135309
213064,72.759898015873
213065,36.195809856809845
213066,62.94968293650793
213068,58.65425411255413
213069,93.39073944111445
213070,26.445335492285494
213072,75.17019027916533
213073,65.7077784354534
213074,33.184918262293266
213076,18.902374834887326
213077,33.66848684616038
213078,54.08520284160282
213079,26.516681080031063
213080,25.276847426184922
213081,24.746764343989334
213082,107.67336748485434
213083,28.51323440480229
213084,221.22365810300798
213085,31.96882338836211
213086,29.072162030136198
213087,38.92882601426352
213088,61.73710753641783
213089,37.30077838689089
213090,38.86271403318904
213091,50.60893084415584
213092,61.06282186147183
213093,5.264432595182599
213094,13.354245573286356
213096,21.391714621489623
213097,29.56379192890443
213098,20.384169186369185
213100,11.09191786603919
213101,24.185896693012864
213102,37.29130672660673
213103,25.13084201909202
213105,35.36035647130646
213106,56.833180375180376
213107,20.612895504495512
213108,89.98385183427686
213109,27.21966418720167
213110,31.940632516488712
213111,20.206895718660434
213113,39.00058257575756
213114,38.780022402597396
213115,5.738304335941834
213123,31.98868887223889
213127,88.0782207307399
213128,46.0664589104609
213129,23.953996372576047
213131,31.47628714618716
213132,37.86017781385283
213133,59.51754289876789
213135,60.55928018648017
213136,22.64799206874998
213137,185.2760527056276
213138,17.49742347974952
213140,38.7596766067266
213141,26.041221223221235
213142,77.77679070929071
213145,50.19671549839049
213147,10.179849904443387
213148,70.08489790764793
213149,33.990625906549596
213150,9.452492149517148
213151,22.261472212183243
213152,32.00150322063557
213153,11.859810648295635
213154,72.51146252636254
213155,25.457901706626714
213156,145.23656010101013
213157,19.932777825932234
213158,16.527809988914594
213159,37.11020995393497
213160,30.049992798485476
213161,32.40324595651081
213162,23.40372027417028
213163,28.945692532467532
213164,41.169433091908076
213167,21.077301257076265
213168,33.42605924630925
213169,186.7375996198246
213170,159.2160065484438
213171,91.95739012621365
213174,69.8960633838384
213175,80.64579846542344
213176,105.7896777777778
213179,29.782022258297275
213180,149.88772156228274
213181,68.624951091229
213182,404.4168563131311
213183,34.28811391059922
213187,74.58877279664785
213188,62.883804145201196
213189,193.9112548562549
213191,32.954397680097685
213192,93.69538099955601
213194,25.876772298388744
213195,13.372483840505918
213197,9.306469634368906
213199,9.095696624209122
213200,24.380520490620484
213202,33.38893341935843
213204,63.913820472582984
213205,20.066247420634923
213206,81.05779840714843
213207,24.578498051948053
213208,67.71783802206562
213209,39.60531617826619
213215,90.68217662729424
213216,76.96238261379143
213217,44.576148407148395
213219,61.01586504835034
213220,54.3399052308802
213221,80.20248304473303
213225,64.29724324286825
213226,33.60586051105328
213227,262.68957536075027
213230,41.65524308746809
213231,40.963121528471525
213233,34.71966226551227
213235,79.57612876290378
213236,10.87887185269917
213238,129.1087646600475
213239,85.9479389803008
213240,37.19280056610057
213241,44.05600734820737
213242,40.31018503718506
213243,79.90879782994784
213245,74.74856023976022
213246,35.95402836877175
213247,261.25192348484836
213248,25.779915124495393
213249,15.723333605262134
213250,70.47156942224443
213251,50.36340918803418
213252,23.26860158730156
213254,38.1302505938506
213255,75.20494638972139
213256,5.288036516261514
213257,30.42171482683983
213260,7.8823394300144365
213265,37.0243556193806
213268,19.534235786435794
213269,51.05074349678098
213270,53.46585658785661
213273,30.798254906204914
213275,38.72310995517641
213276,21.69936591545709
213278,8.622192916732402
213279,21.554603246753253
213280,65.41165364635363
213281,37.99904064269062
213282,18.093351702219344
213283,31.55462380952381
213285,117.93364688729551
213286,43.4627613393251
213287,219.19358808136298
213288,34.460439150237455
213289,24.80805978825956
213292,45.47727697025195
213293,36.97660774114014
213294,25.964946259452397
213296,50.374933652458665
213297,46.5192536075036
213301,21.84357118298368
213303,8.899519819069818
